X [m],Y [m],Z [m],Porosity,Volume [m^3],pH,pe,Total H+ [m],Total Ca++ [m],Total Na+ [m],Total K+ [m],Total Mg++ [m],Total CO3-- [m],Total Cl- [m],Total UO2++ [m],Total O2(aq) [m],Total H4(SiO4) [m],Total Fe++ [m],Total Al+++ [m],Total SO4-- [m],Smectite_MX80 VF [m^3 mnrl/m^3 bulk],InertMineral VF [m^3 mnrl/m^3 bulk],Quartz VF [m^3 mnrl/m^3 bulk],Gypsum VF [m^3 mnrl/m^3 bulk],Pyrite VF [m^3 mnrl/m^3 bulk],Calcite VF [m^3 mnrl/m^3 bulk],Dolomite VF [m^3 mnrl/m^3 bulk],Siderite VF [m^3 mnrl/m^3 bulk],Uraninite VF [m^3 mnrl/m^3 bulk],Smectite_MX80 Rate [mol/m^3/sec],InertMineral Rate [mol/m^3/sec],Quartz Rate [mol/m^3/sec],Gypsum Rate [mol/m^3/sec],Pyrite Rate [mol/m^3/sec],Calcite Rate [mol/m^3/sec],Dolomite Rate [mol/m^3/sec],Siderite Rate [mol/m^3/sec],Uraninite Rate [mol/m^3/sec],Total Sorbed H+ [mol/m^3],Total Sorbed Ca++ [mol/m^3],Total Sorbed Na+ [mol/m^3],Total Sorbed K+ [mol/m^3],Total Sorbed Mg++ [mol/m^3],Total Sorbed CO3-- [mol/m^3],Total Sorbed Cl- [mol/m^3],Total Sorbed UO2++ [mol/m^3],Total Sorbed O2(aq) [mol/m^3],Total Sorbed H4(SiO4) [mol/m^3],Total Sorbed Fe++ [mol/m^3],Total Sorbed Al+++ [mol/m^3],Total Sorbed SO4-- [mol/m^3],Material ID
2.997331125,-9.750256875,0.0,0.2044799,0.02108006,6.988206,1.321873,0.002288508,0.02156889,0.09878536,0.001014867,0.008726946,0.002040354,0.1428898,5.550474e-13,5.779179e-07,0.0001819701,3.332849e-05,1.00267e-16,0.007926448,0.0,0.46039,0.10673,0.0,0.0,0.2284001,0.0,0.0,0.0,0.0,-0.0,1.691565e-20,0.0,0.0,-2.07058e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2.8625661250000003,-9.739666999999999,0.0,0.2044799,0.0224361,6.988837,1.315454,0.002286491,0.02155411,0.09892114,0.001017468,0.008723747,0.002038837,0.1429833,5.716257e-13,5.712599e-07,0.0001819701,3.333928e-05,1.00267e-16,0.007932376,0.0,0.46039,0.10673,0.0,0.0,0.2284001,0.0,0.0,0.0,0.0,-0.0,2.529937e-20,0.0,0.0,-2.116147e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2.9599936249999996,-9.618812499999999,0.0,0.2044799,0.02318641,6.988358,1.325043,0.002288031,0.02156579,0.09882656,0.001015711,0.008726855,0.002040022,0.1429224,5.588701e-13,5.821287e-07,0.0001819701,3.333034e-05,1.00267e-16,0.0079283,0.0,0.46039,0.10673,0.0,0.0,0.2284001,0.0,0.0,0.0,0.0,-0.0,1.845456e-20,0.0,0.0,-1.987683e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2.8517031250000002,-9.499039625,0.0,0.2044799,0.03943189,6.988766,1.326769,0.002286735,0.02155692,0.09892534,0.001017674,0.008725707,0.00203908,0.1429962,5.694224e-13,5.850627e-07,0.0001819701,3.333645e-05,1.00267e-16,0.007932662,0.0,0.46039,0.10673,0.0,0.0,0.2284001,0.0,0.0,0.0,0.0,-0.0,2.353211e-20,0.0,0.0,-2.016932e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2.7158965000000004,-9.681603375000002,0.0,0.2044799,0.04237457,6.989518,1.308624,0.002284289,0.02153856,0.09906998,0.001020333,0.008720581,0.00203718,0.1430881,5.898131e-13,5.642649e-07,0.0001819701,3.335121e-05,1.00267e-16,0.007938793,0.0,0.46039,0.10673,0.0,0.0,0.2284001,0.0,0.0,0.0,0.0,-0.0,3.563145e-20,0.0,0.0,-2.074968e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.9213918749999999,-9.3667895,0.0,0.2044798,0.08077264,6.993374,1.244479,0.002271343,0.0214567,0.09991664,0.001036621,0.008705104,0.002027257,0.1437063,6.993264e-13,4.979424e-07,0.0001819701,3.342855e-05,1.002671e-16,0.007973642,0.0,0.46039,0.10673,0.0,0.0,0.2284002,0.0,0.0,0.0,0.0,-0.0,1.613526e-19,0.0,0.0,-2.619765e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2.1659696250000002,-9.374927749999998,0.0,0.2044798,0.08522143,6.992107,1.275736,0.00227568,0.02148313,0.09964722,0.001031502,0.008710561,0.002030637,0.1435104,6.621422e-13,5.303827e-07,0.0001819701,3.340077e-05,1.002671e-16,0.00796287,0.0,0.46039,0.10673,0.0,0.0,0.2284002,0.0,0.0,0.0,0.0,-0.0,1.040855e-19,0.0,0.0,-2.540793e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2.376835625,-9.470505875,0.0,0.2044799,0.0634547,6.991101,1.291316,0.002279068,0.02150417,0.09942344,0.00102718,0.00871431,0.002033231,0.1433451,6.334464e-13,5.46599e-07,0.0001819701,3.338055e-05,1.002671e-16,0.007953681,0.0,0.46039,0.10673,0.0,0.0,0.2284001,0.0,0.0,0.0,0.0,-0.0,7.108541e-20,0.0,0.0,-2.347366e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.8911224999999998,-9.652403125000001,0.0,0.2044798,0.04698567,6.993882,1.198723,0.002269548,0.02144277,0.09996771,0.001037263,0.008698339,0.002025708,0.1437169,7.152856e-13,4.517936e-07,0.0001819701,3.344299e-05,1.002671e-16,0.007975081,0.0,0.46039,0.10673,0.0,0.0,0.2284002,0.0,0.0,0.0,0.0,-0.0,2.062758e-19,0.0,0.0,-2.787022e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2.08344475,-9.6600565,0.0,0.2044798,0.04693493,6.992794,1.235557,0.002273312,0.02146582,0.09974867,0.001033167,0.008703869,0.002028681,0.1435621,6.827348e-13,4.875479e-07,0.0001819701,3.341811e-05,1.002671e-16,0.007966556,0.0,0.46039,0.10673,0.0,0.0,0.2284002,0.0,0.0,0.0,0.0,-0.0,1.399396e-19,0.0,0.0,-2.527708e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
