X [m],Y [m],Z [m],Porosity,Volume [m^3],pH,pe,Total H+ [m],Total Ca++ [m],Total Na+ [m],Total K+ [m],Total Mg++ [m],Total CO3-- [m],Total Cl- [m],Total UO2++ [m],Total O2(aq) [m],Total H4(SiO4) [m],Total Fe++ [m],Total Al+++ [m],Total SO4-- [m],Smectite_MX80 VF [m^3 mnrl/m^3 bulk],InertMineral VF [m^3 mnrl/m^3 bulk],Quartz VF [m^3 mnrl/m^3 bulk],Gypsum VF [m^3 mnrl/m^3 bulk],Pyrite VF [m^3 mnrl/m^3 bulk],Calcite VF [m^3 mnrl/m^3 bulk],Dolomite VF [m^3 mnrl/m^3 bulk],Siderite VF [m^3 mnrl/m^3 bulk],Uraninite VF [m^3 mnrl/m^3 bulk],Smectite_MX80 Rate [mol/m^3/sec],InertMineral Rate [mol/m^3/sec],Quartz Rate [mol/m^3/sec],Gypsum Rate [mol/m^3/sec],Pyrite Rate [mol/m^3/sec],Calcite Rate [mol/m^3/sec],Dolomite Rate [mol/m^3/sec],Siderite Rate [mol/m^3/sec],Uraninite Rate [mol/m^3/sec],Total Sorbed H+ [mol/m^3],Total Sorbed Ca++ [mol/m^3],Total Sorbed Na+ [mol/m^3],Total Sorbed K+ [mol/m^3],Total Sorbed Mg++ [mol/m^3],Total Sorbed CO3-- [mol/m^3],Total Sorbed Cl- [mol/m^3],Total Sorbed UO2++ [mol/m^3],Total Sorbed O2(aq) [mol/m^3],Total Sorbed H4(SiO4) [mol/m^3],Total Sorbed Fe++ [mol/m^3],Total Sorbed Al+++ [mol/m^3],Total Sorbed SO4-- [mol/m^3],Material ID
2.997331125,-9.750256875,0.0,0.2044799,0.02108006,6.98667,1.393424,0.002289304,0.02168002,0.09891713,0.001020316,0.008789781,0.002040847,0.1433902,5.662437e-13,6.677118e-07,0.0001819701,3.334746e-05,1.002671e-16,0.007918181,0.0,0.46039,0.10673,0.0,0.0,0.2284001,0.0,0.0,0.0,0.0,-0.0,1.692105e-20,0.0,0.0,-7.292175e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2.8625661250000003,-9.739666999999999,0.0,0.2044799,0.0224361,6.987241,1.386598,0.002287379,0.02166862,0.09905454,0.001022912,0.008788112,0.002039384,0.1434943,5.828976e-13,6.593808e-07,0.0001819701,3.335968e-05,1.002671e-16,0.007924525,0.0,0.46039,0.10673,0.0,0.0,0.2284001,0.0,0.0,0.0,0.0,-0.0,2.530682e-20,0.0,0.0,-7.406091e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2.9599936249999996,-9.618812499999999,0.0,0.2044799,0.02318641,6.986809,1.396391,0.002288847,0.02167774,0.09895986,0.001021186,0.008790119,0.00204053,0.1434265,5.700844e-13,6.721922e-07,0.0001819701,3.334957e-05,1.002671e-16,0.007920198,0.0,0.46039,0.10673,0.0,0.0,0.2284001,0.0,0.0,0.0,0.0,-0.0,1.845764e-20,0.0,0.0,-6.422409e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2.8517031250000002,-9.499039625,0.0,0.2044799,0.03943189,6.98718,1.397718,0.00228761,0.02167107,0.09906114,0.001023181,0.008790034,0.002039625,0.1435086,5.806854e-13,6.748654e-07,0.0001819701,3.335651e-05,1.002671e-16,0.007924916,0.0,0.46039,0.10673,0.0,0.0,0.2284001,0.0,0.0,0.0,0.0,-0.0,2.354213e-20,0.0,0.0,-6.465513e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2.7158965000000004,-9.681603375000002,0.0,0.2044799,0.04237457,6.987858,1.379287,0.002285281,0.02165677,0.09920538,0.001025774,0.008786617,0.002037787,0.1436106,6.011657e-13,6.505654e-07,0.0001819701,3.337319e-05,1.002671e-16,0.007931421,0.0,0.46039,0.10673,0.0,0.0,0.2284001,0.0,0.0,0.0,0.0,-0.0,3.563942e-20,0.0,0.0,-6.697963e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.9213918749999999,-9.3667895,0.0,0.2044798,0.08077264,6.991331,1.312026,0.002272964,0.02159653,0.1000626,0.001041949,0.008780707,0.002028221,0.1442951,7.111238e-13,5.701602e-07,0.0001819701,3.3461e-05,1.002671e-16,0.007969236,0.0,0.46039,0.10673,0.0,0.0,0.2284002,0.0,0.0,0.0,0.0,-0.0,1.613636e-19,0.0,0.0,-9.801412e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2.1659696250000002,-9.374927749999998,0.0,0.2044798,0.08522143,6.990195,1.344278,0.002277086,0.02161576,0.09979103,0.001036913,0.008783069,0.002031483,0.1440786,6.737944e-13,6.08535e-07,0.0001819701,3.342944e-05,1.002671e-16,0.007957521,0.0,0.46039,0.10673,0.0,0.0,0.2284002,0.0,0.0,0.0,0.0,-0.0,1.040955e-19,0.0,0.0,-9.655938e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2.376835625,-9.470505875,0.0,0.2044799,0.0634547,6.989289,1.360709,0.002280309,0.02163114,0.09956417,0.001032615,0.008784301,0.002033982,0.1438957,6.449829e-13,6.283317e-07,0.0001819701,3.340647e-05,1.002671e-16,0.007947532,0.0,0.46039,0.10673,0.0,0.0,0.2284001,0.0,0.0,0.0,0.0,-0.0,7.109697e-20,0.0,0.0,-8.407477e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.8911224999999998,-9.652403125000001,0.0,0.2044798,0.04698567,6.991778,1.266628,0.002271265,0.02158547,0.1001075,0.001042388,0.008774819,0.002026708,0.1443068,7.271284e-13,5.180531e-07,0.0001819701,3.347726e-05,1.002671e-16,0.007970653,0.0,0.46039,0.10673,0.0,0.0,0.2284002,0.0,0.0,0.0,0.0,-0.0,2.062843e-19,0.0,0.0,-1.119458e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2.08344475,-9.6600565,0.0,0.2044798,0.04693493,6.990805,1.304164,0.002274839,0.0216023,0.09988814,0.001038403,0.008777762,0.002029581,0.1441358,6.944591e-13,5.597672e-07,0.0001819701,3.344902e-05,1.002671e-16,0.007961386,0.0,0.46039,0.10673,0.0,0.0,0.2284002,0.0,0.0,0.0,0.0,-0.0,1.399438e-19,0.0,0.0,-9.343438e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2.263646125,-9.701518625,0.0,0.2044799,0.03968705,6.989967,1.329439,0.002277867,0.02161706,0.09969374,0.00103482,0.008780033,0.002031981,0.1439838,6.670911e-13,5.892329e-07,0.0001819701,3.342614e-05,1.002671e-16,0.007953013,0.0,0.46039,0.10673,0.0,0.0,0.2284001,0.0,0.0,0.0,0.0,-0.0,9.894757e-20,0.0,0.0,-8.549872e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
