,x2,x4,y
0,1300.0,0.0,0.0017762941
1,1306.0,0.0,0.001775017
2,1312.0,0.0,0.0017737261
3,1318.0,0.0,0.0017724214
4,1324.0,0.0,0.0017711029
5,1330.0,0.0,0.0017697712
6,1336.0,0.0,0.0017684262
7,1342.0,0.0,0.0017670682
8,1348.0,0.0,0.0017656969
9,1354.0,0.0,0.0017643131
10,1360.0,0.0,0.0017629161
11,1366.0,0.0,0.0017615069
12,1372.0,0.0,0.0017600853
13,1378.0,0.0,0.0017586516
14,1384.0,0.0,0.0017572052
15,1390.0,0.0,0.0017557476
16,1396.0,0.0,0.0017542781
17,1402.0,0.0,0.0017527965
18,1408.0,0.0,0.0017513039
19,1414.0,0.0,0.0017497998
20,1420.0,0.0,0.0017482843
21,1426.0,0.0,0.0017467585
22,1432.0,0.0,0.0017452211
23,1438.0,0.0,0.0017436733
24,1444.0,0.0,0.0017421151
25,1450.0,0.0,0.0017405462
26,1456.0,0.0,0.0017389674
27,1462.0,0.0,0.0017373784
28,1468.0,0.0,0.0017357793
29,1474.0,0.0,0.0017341706
30,1480.0,0.0,0.0017325522
31,1486.0,0.0,0.0017309244
32,1492.0,0.0,0.0017292871
33,1498.0,0.0,0.0017276407
34,1504.0,0.0,0.0017259851
35,1510.0,0.0,0.0017243208
36,1516.0,0.0,0.0017226477
37,1522.0,0.0,0.001720966
38,1528.0,0.0,0.0017192756
39,1534.0,0.0,0.001717577
40,1540.0,0.0,0.0017158701
41,1546.0,0.0,0.0017141553
42,1552.0,0.0,0.0017124322
43,1558.0,0.0,0.0017107014
44,1564.0,0.0,0.0017089628
45,1570.0,0.0,0.0017072167
46,1576.0,0.0,0.0017054632
47,1582.0,0.0,0.0017037018
48,1588.0,0.0,0.0017019334
49,1594.0,0.0,0.0017001579
50,1600.0,0.0,0.0016983751
51,1606.0,0.0,0.0016965854
52,1612.0,0.0,0.0016947889
53,1618.0,0.0,0.0016929855
54,1624.0,0.0,0.0016911753
55,1630.0,0.0,0.0016893585
56,1636.0,0.0,0.0016875353
57,1642.0,0.0,0.0016857054
58,1648.0,0.0,0.0016838693
59,1654.0,0.0,0.0016820265
60,1660.0,0.0,0.0016801778
61,1666.0,0.0,0.0016783228
62,1672.0,0.0,0.0016764614
63,1678.0,0.0,0.0016745942
64,1684.0,0.0,0.0016727209
65,1690.0,0.0,0.0016708415
66,1696.0,0.0,0.0016689559
67,1702.0,0.0,0.0016670646
68,1708.0,0.0,0.0016651675
69,1714.0,0.0,0.0016632645
70,1720.0,0.0,0.0016613554
71,1726.0,0.0,0.0016594405
72,1732.0,0.0,0.00165752
73,1738.0,0.0,0.0016555934
74,1744.0,0.0,0.0016536614
75,1750.0,0.0,0.0016517234
76,1756.0,0.0,0.0016497802
77,1762.0,0.0,0.0016478305
78,1768.0,0.0,0.001645875
79,1774.0,0.0,0.001643914
80,1780.0,0.0,0.0016419477
81,1786.0,0.0,0.001639975
82,1792.0,0.0,0.0016379968
83,1798.0,0.0,0.0016360126
84,1804.0,0.0,0.0016340226
85,1810.0,0.0,0.0016320266
86,1816.0,0.0,0.001630025
87,1822.0,0.0,0.0016280175
88,1828.0,0.0,0.0016260039
89,1834.0,0.0,0.0016239844
90,1840.0,0.0,0.0016219587
91,1846.0,0.0,0.0016199272
92,1852.0,0.0,0.0016178896
93,1858.0,0.0,0.0016158458
94,1864.0,0.0,0.0016137959
95,1870.0,0.0,0.0016117399
96,1876.0,0.0,0.0016096773
97,1882.0,0.0,0.0016076086
98,1888.0,0.0,0.0016055336
99,1894.0,0.0,0.0016034523
100,1900.0,0.0,0.0016013643
101,1300.0,0.01,0.0017853671
102,1306.0,0.01,0.0017841257
103,1312.0,0.01,0.00178287
104,1318.0,0.01,0.0017816003
105,1324.0,0.01,0.0017803166
106,1330.0,0.01,0.0017790191
107,1336.0,0.01,0.0017777083
108,1342.0,0.01,0.0017763841
109,1348.0,0.01,0.0017750465
110,1354.0,0.01,0.0017736959
111,1360.0,0.01,0.0017723319
112,1366.0,0.01,0.0017709556
113,1372.0,0.01,0.0017695667
114,1378.0,0.01,0.001768165
115,1384.0,0.01,0.0017667513
116,1390.0,0.01,0.0017653254
117,1396.0,0.01,0.0017638872
118,1402.0,0.01,0.0017624376
119,1408.0,0.01,0.0017609765
120,1414.0,0.01,0.0017595035
121,1420.0,0.01,0.0017580194
122,1426.0,0.01,0.0017565243
123,1432.0,0.01,0.0017550181
124,1438.0,0.01,0.0017535011
125,1444.0,0.01,0.0017519738
126,1450.0,0.01,0.0017504357
127,1456.0,0.01,0.0017488876
128,1462.0,0.01,0.0017473291
129,1468.0,0.01,0.001745761
130,1474.0,0.01,0.0017441829
131,1480.0,0.01,0.0017425951
132,1486.0,0.01,0.0017409982
133,1492.0,0.01,0.0017393919
134,1498.0,0.01,0.0017377762
135,1504.0,0.01,0.001736152
136,1510.0,0.01,0.0017345187
137,1516.0,0.01,0.0017328769
138,1522.0,0.01,0.0017312262
139,1528.0,0.01,0.0017295678
140,1534.0,0.01,0.0017279009
141,1540.0,0.01,0.0017262258
142,1546.0,0.01,0.0017245428
143,1552.0,0.01,0.0017228522
144,1558.0,0.01,0.0017211539
145,1564.0,0.01,0.0017194482
146,1570.0,0.01,0.0017177351
147,1576.0,0.01,0.0017160146
148,1582.0,0.01,0.0017142872
149,1588.0,0.01,0.0017125527
150,1594.0,0.01,0.0017108114
151,1600.0,0.01,0.0017090633
152,1606.0,0.01,0.0017073086
153,1612.0,0.01,0.0017055472
154,1618.0,0.01,0.0017037796
155,1624.0,0.01,0.0017020057
156,1630.0,0.01,0.0017002256
157,1636.0,0.01,0.0016984391
158,1642.0,0.01,0.0016966468
159,1648.0,0.01,0.0016948484
160,1654.0,0.01,0.0016930441
161,1660.0,0.01,0.0016912341
162,1666.0,0.01,0.0016894183
163,1672.0,0.01,0.0016875968
164,1678.0,0.01,0.0016857698
165,1684.0,0.01,0.0016839373
166,1690.0,0.01,0.0016820991
167,1696.0,0.01,0.0016802555
168,1702.0,0.01,0.0016784067
169,1708.0,0.01,0.0016765523
170,1714.0,0.01,0.001674693
171,1720.0,0.01,0.0016728281
172,1726.0,0.01,0.001670958
173,1732.0,0.01,0.0016690827
174,1738.0,0.01,0.0016672021
175,1744.0,0.01,0.0016653165
176,1750.0,0.01,0.0016634257
177,1756.0,0.01,0.0016615295
178,1762.0,0.01,0.0016596285
179,1768.0,0.01,0.001657722
180,1774.0,0.01,0.0016558107
181,1780.0,0.01,0.001653894
182,1786.0,0.01,0.0016519722
183,1792.0,0.01,0.0016500449
184,1798.0,0.01,0.0016481131
185,1804.0,0.01,0.0016461755
186,1810.0,0.01,0.0016442328
187,1816.0,0.01,0.0016422849
188,1822.0,0.01,0.0016403313
189,1828.0,0.01,0.0016383728
190,1834.0,0.01,0.001636409
191,1840.0,0.01,0.0016344396
192,1846.0,0.01,0.0016324648
193,1852.0,0.01,0.0016304842
194,1858.0,0.01,0.0016284983
195,1864.0,0.01,0.0016265069
196,1870.0,0.01,0.0016245099
197,1876.0,0.01,0.0016225071
198,1882.0,0.01,0.0016204983
199,1888.0,0.01,0.001618484
200,1894.0,0.01,0.0016164638
201,1900.0,0.01,0.0016144374
202,1300.0,0.02,0.0017943198
203,1306.0,0.02,0.001793111
204,1312.0,0.02,0.0017918878
205,1318.0,0.02,0.0017906504
206,1324.0,0.02,0.0017893985
207,1330.0,0.02,0.0017881326
208,1336.0,0.02,0.0017868524
209,1342.0,0.02,0.001785559
210,1348.0,0.02,0.0017842518
211,1354.0,0.02,0.001782931
212,1360.0,0.02,0.001781597
213,1366.0,0.02,0.0017802501
214,1372.0,0.02,0.0017788904
215,1378.0,0.02,0.0017775178
