,x2,x4,y
0,1300.0,0.0,7.360927e-05
1,1306.0,0.0,7.33566e-05
2,1312.0,0.0,7.3102856e-05
3,1318.0,0.0,7.2848095e-05
4,1324.0,0.0,7.259231e-05
5,1330.0,0.0,7.233552e-05
6,1336.0,0.0,7.2077724e-05
7,1342.0,0.0,7.181895e-05
8,1348.0,0.0,7.1559225e-05
9,1354.0,0.0,7.129855e-05
10,1360.0,0.0,7.103695e-05
11,1366.0,0.0,7.077445e-05
12,1372.0,0.0,7.0511036e-05
13,1378.0,0.0,7.024676e-05
14,1384.0,0.0,6.9981616e-05
15,1390.0,0.0,6.971563e-05
16,1396.0,0.0,6.9448826e-05
17,1402.0,0.0,6.918122e-05
18,1408.0,0.0,6.891283e-05
19,1414.0,0.0,6.864367e-05
20,1420.0,0.0,6.837376e-05
21,1426.0,0.0,6.810313e-05
22,1432.0,0.0,6.78318e-05
23,1438.0,0.0,6.755978e-05
24,1444.0,0.0,6.7287096e-05
25,1450.0,0.0,6.701377e-05
26,1456.0,0.0,6.673981e-05
27,1462.0,0.0,6.6465254e-05
28,1468.0,0.0,6.619012e-05
29,1474.0,0.0,6.5914435e-05
30,1480.0,0.0,6.56382e-05
31,1486.0,0.0,6.536147e-05
32,1492.0,0.0,6.508423e-05
33,1498.0,0.0,6.480653e-05
34,1504.0,0.0,6.452839e-05
35,1510.0,0.0,6.424981e-05
36,1516.0,0.0,6.397085e-05
37,1522.0,0.0,6.369151e-05
38,1528.0,0.0,6.34118e-05
39,1534.0,0.0,6.3131774e-05
40,1540.0,0.0,6.2851446e-05
41,1546.0,0.0,6.257084e-05
42,1552.0,0.0,6.228997e-05
43,1558.0,0.0,6.200886e-05
44,1564.0,0.0,6.172756e-05
45,1570.0,0.0,6.144605e-05
46,1576.0,0.0,6.11644e-05
47,1582.0,0.0,6.0882605e-05
48,1588.0,0.0,6.06007e-05
49,1594.0,0.0,6.031871e-05
50,1600.0,0.0,6.0036662e-05
51,1606.0,0.0,5.9754566e-05
52,1612.0,0.0,5.9472462e-05
53,1618.0,0.0,5.9190355e-05
54,1624.0,0.0,5.8908303e-05
55,1630.0,0.0,5.8626298e-05
56,1636.0,0.0,5.8344383e-05
57,1642.0,0.0,5.8062586e-05
58,1648.0,0.0,5.7780904e-05
59,1654.0,0.0,5.749939e-05
60,1660.0,0.0,5.721805e-05
61,1666.0,0.0,5.6936922e-05
62,1672.0,0.0,5.6656027e-05
63,1678.0,0.0,5.6375375e-05
64,1684.0,0.0,5.6095003e-05
65,1690.0,0.0,5.5814937e-05
66,1696.0,0.0,5.5535194e-05
67,1702.0,0.0,5.5255787e-05
68,1708.0,0.0,5.4976765e-05
69,1714.0,0.0,5.4698132e-05
70,1720.0,0.0,5.441991e-05
71,1726.0,0.0,5.414213e-05
72,1732.0,0.0,5.386481e-05
73,1738.0,0.0,5.358797e-05
74,1744.0,0.0,5.331164e-05
75,1750.0,0.0,5.303583e-05
76,1756.0,0.0,5.2760573e-05
77,1762.0,0.0,5.2485884e-05
78,1768.0,0.0,5.221178e-05
79,1774.0,0.0,5.1938292e-05
80,1780.0,0.0,5.1665425e-05
81,1786.0,0.0,5.1393225e-05
82,1792.0,0.0,5.112168e-05
83,1798.0,0.0,5.0850824e-05
84,1804.0,0.0,5.058068e-05
85,1810.0,0.0,5.031126e-05
86,1816.0,0.0,5.0042585e-05
87,1822.0,0.0,4.9774673e-05
88,1828.0,0.0,4.9507547e-05
89,1834.0,0.0,4.924121e-05
90,1840.0,0.0,4.897569e-05
91,1846.0,0.0,4.871101e-05
92,1852.0,0.0,4.844716e-05
