0,1
6.535687,6.5518484
1.7462984e-05,2.008529e-05
6.17696,5.814596
0.021268439,0.20968278
1.9772669e-07,0.00043640815
4.6608914e-08,9.622232e-09
1.0988031e-08,0.0004447733
2.5157322e-08,3.628779e-06
1.5850139e-08,9.633228e-09
7.839123,7.920516
2.562095,2.0997632
9.6450585e-06,0.11807046
1.8901671,1.4999466
0.03884439,0.1364815
4.8412523,4.7109222
2.7711706,2.5554273
3.4164932,3.2695951
1.9065922,1.7784361
1.5613493,1.1441157
4.80003e-07,1.0168693e-08
6.91524e-07,1.3856796e-08
0.10595021,0.05605322
1.6364009e-08,9.660879e-09
6.763622e-07,9.622305e-09
1.4533653e-08,5.3326414e-07
1.4514961,0.92115366
1.3989022e-08,0.04804853
2.3219466,2.5684032
4.174095,4.057218
2.2934158,2.0964417
1.4358455e-08,1.685969e-08
2.4380457,2.2978437
4.24546,4.126574
1.8031421,1.6843891
0.0072683934,0.0052628345
0.0007486334,0.004465848
2.3832438,2.061862
1.1285166e-06,2.2895264e-08
2.017064e-08,4.6645287e-08
5.0680957,4.925324
4.040782,3.871662
2.499418,2.5916119
0.005818965,0.047181267
0.08502509,0.033068586
1.2015263,1.2358655
0.00014984947,0.00031911596
5.416542,5.388136
0.5936636,0.6714591
7.221206,7.035879
9.048921e-07,9.622237e-09
1.1206243e-07,0.0411493
8.217976,8.06763
3.9961646,3.9209106
0.48451027,0.04903956
6.0862494,5.6617527
6.283664,6.1621947
9.622232e-09,0.00019666497
5.1131344,4.987774
2.8957148,2.7831633
3.6204531,3.3845332
7.672201,7.5248537
1.9279918e-08,1.1915785e-08
0.0024214168,0.0007579381
5.4704323,5.5211535
0.00066267786,0.00020341482
0.11319056,0.17617942
0.29504153,0.48662466
0.81722105,0.7325051
0.00450586,0.03553073
3.74826,3.4700408
2.6870478e-07,9.622233e-09
7.0142406e-08,9.622232e-09
4.9157786,4.8422966
0.2305549,0.22261833
0.5223942,0.5479424
7.4864874,7.2590575
1.7889886,1.6892087
3.0019772,2.5798204
6.492884,6.3917265
5.3395925,5.2213726
6.082744e-08,9.622233e-09
2.2931792e-08,4.981191e-05
8.152192,8.049175
0.011474664,0.038754445
3.9728637,3.8835886
0.99214077,0.89478153
2.4731262,2.397661
2.4934244,2.3349288
6.183892e-07,5.120831e-07
5.1702714e-06,8.1149024e-05
1.134666e-07,9.622471e-09
2.1295116,2.0080605
5.2610445,5.169387
0.072942235,0.051989984
0.76526624,0.82281446
0.16679958,0.39632368
6.2404904,5.9044704
4.7502646,4.546408
4.762342,4.830241
3.0027025,3.0127785
2.8458812,2.5869074
5.1685762,4.944834
3.4734075,3.3661487
2.0288962e-05,0.00047365064
0.0065812967,0.017541872
2.4873991e-06,5.4758602e-06
4.3049445,3.995824
0.08553511,0.024724703
5.289815e-06,2.6963306e-05
0.0006685241,0.0037100748
0.0004386535,0.009850409
0.00043094507,0.06288446
2.9326386,2.9618938
0.11012808,0.2668592
0.00049025443,0.0017083599
1.9656555e-08,1.3974669e-05
4.6765413,4.5638013
5.1245728,5.0762053
1.991474,2.0809598
2.436848,2.3682392
1.1688793e-08,1.72899e-07
0.11263324,0.2774772
0.00027430066,1.2326566e-05
3.4758446e-05,0.00047575563
2.459965,2.7156346
1.2375728e-08,1.9687269e-08
6.714529,6.7338014
1.6830458e-07,9.644855e-09
0.013627683,0.007184057
6.403288,6.2662773
1.7717141,1.6725206
4.7176936e-06,9.79267e-09
3.2722397,3.161071
1.8922966,1.849585
0.11498912,0.17001787
0.0018859005,0.018439567
0.89711934,0.6422999
8.899276e-07,3.8620007e-07
2.0886167e-08,0.009621868
0.17063364,0.12552175
0.48988235,0.37003627
2.1847818,1.9588764
5.57863,5.506711
1.9927864,1.9189986
1.467724e-08,8.544888e-07
0.02508047,0.0016864153
1.6721064e-08,7.652422e-06
1.1352005,1.100233
1.3946456e-08,1.3777172e-05
4.5770197,4.164473
0.5233174,0.43430912
0.0042865793,0.016984627
6.2013497,5.973644
0.109823324,0.053716805
5.5917068,5.2198296
2.0011315,1.403833
3.6373801,3.471712
1.477016e-08,1.1164269e-06
6.608166e-07,9.86804e-09
4.155553,4.0208716
6.424582,6.126696
3.7250543,3.6810043
9.027361e-08,9.667792e-09
8.569273,8.547862
5.442042,5.2777405
0.0028666887,6.8401874e-05
1.1064993,0.6258543
0.0005769524,0.06750835
0.0006404326,0.003346342
0.12494951,0.10545211
3.721092,3.778813
2.3395225e-05,0.00044151215
1.3893939,1.4250436
0.00783586,0.012535857
4.3653822e-07,9.714313e-09
