Efflux
0.0
2.5941864408829653e-22
2.6086634768432474e-22
2.614749649382106e-22
2.6183380830944834e-22
2.620786872865543e-22
2.622599176360571e-22
2.6240141680233554e-22
2.625675836185464e-22
2.626146014517507e-22
2.626919469015385e-22
2.6458060795191256e-22
2.645602409853018e-22
2.64571687190826e-22
2.6456936972416566e-22
2.645870478352282e-22
2.6457144207416007e-22
2.645720214408251e-22
2.645727716463785e-22
2.645886225241128e-22
2.6457433890748538e-22
2.645892538852222e-22
2.645968673574236e-22
2.645901080796644e-22
2.64590241779664e-22
2.6457696834081145e-22
2.6459712732964508e-22
2.645779488074754e-22
2.6457806022414188e-22
2.645784464685852e-22
2.645788030019176e-22
2.645791743908055e-22
2.64579493785249e-22
2.64591801612993e-22
2.6459212100743654e-22
2.6459227699076947e-22
2.6459241811854686e-22
2.6458118731857765e-22
2.6459252210743547e-22
2.6459837519630834e-22
2.645820266574643e-22
2.645929009241011e-22
2.6458242775746317e-22
2.645931311852116e-22
2.645828808519065e-22
2.6458291799079523e-22
2.6459345800743284e-22
2.6459370312409894e-22
2.6459380711298755e-22
2.645938813907651e-22
2.645840470130144e-22
2.6458406186856987e-22
2.645940150907647e-22
2.6459423792409746e-22
2.6458473779634574e-22
2.645894990018882e-22
2.645944236185414e-22
2.645945721740965e-22
2.6458534687412186e-22
2.6458536172967735e-22
2.645946315963186e-22
2.645857479741208e-22
2.6458576282967628e-22
2.645858891018981e-22
2.6458603022967547e-22
2.645949658463177e-22
2.645864313296744e-22
2.645864313296744e-22
2.645951663963171e-22
2.6458677300745128e-22
2.645952703852057e-22
2.645870329796727e-22
2.645953743740943e-22
2.645955600685383e-22
2.6458733009078313e-22
2.645873226630054e-22
2.645874117963384e-22
2.6459564920187135e-22
2.645958200407598e-22
2.64587820324115e-22
2.645878054685595e-22
2.6459582746853755e-22
2.645881025796698e-22
2.645881025796698e-22
2.6458818428522516e-22
2.64596028018537e-22
2.6458845911300224e-22
2.645961097240924e-22
2.6458864480744614e-22
2.645961988574254e-22
2.645888082185568e-22
2.645962731352029e-22
2.645964142629804e-22
2.6459647368520244e-22
2.64592811790768e-22
2.6459649596853572e-22
2.6459655539075773e-22
2.645893133074443e-22
2.6459291577965666e-22
2.645894172963329e-22
2.645894321518884e-22
2.645894990018882e-22
2.6458957327966586e-22
2.6459671137409066e-22
2.64596822790757e-22
2.645968896407568e-22
2.6459692677964563e-22
2.6459001894633126e-22
2.645934357240996e-22
2.645900709407755e-22
2.6459009322410885e-22
2.6459697134631215e-22
2.6459709761853405e-22
2.645903606241081e-22
2.645903457685525e-22
2.645903903352191e-22
2.6459050175188557e-22
2.6459718675186713e-22
2.6459732787964447e-22
2.6459091770743985e-22
2.645973650185333e-22
2.645973947296443e-22
2.645974467240887e-22
2.645910439796618e-22
2.645910439796618e-22
2.6459108854632836e-22
2.6459114796855036e-22
2.6459749871853303e-22
2.645976175629771e-22
2.6459450532409666e-22
2.645976175629771e-22
2.6459154164077155e-22
2.6459144507966068e-22
2.645976175629771e-22
2.6459159363521586e-22
2.6459765470186586e-22
2.6459775869075447e-22
2.645977809740877e-22
2.64597803257421e-22
2.6459175704632653e-22
2.6459775869075447e-22
2.6459787753519853e-22
2.6459788496297633e-22
2.6459195016854818e-22
2.645919056018816e-22
2.6459195016854818e-22
2.6459197245188146e-22
2.645920244463257e-22
2.645979221018651e-22
2.6459803351853155e-22
2.6459232898521382e-22
2.6459227699076947e-22
2.6459232898521382e-22
2.645980780851981e-22
2.645925146796577e-22
2.6459252210743547e-22
2.6459815236297566e-22
2.64592692946324e-22
2.645982266407532e-22
2.645983306296418e-22
2.645983454851973e-22
2.6459837519630834e-22
2.6459297520187867e-22
2.645931014741006e-22
2.6459297520187867e-22
2.645929232074344e-22
2.645983529129751e-22
2.6459844947408593e-22
2.6459848661297465e-22
2.6459307176298954e-22
2.6459302719632297e-22
2.6459304947965626e-22
